COD_TIPO,COD_BE,ORD_TIPO,NOMBRE50,NOMBRE105,OBSERVACIONES,CODIGOCIF,SIGLAVIA,NOMBREVIA,NUMEROVIA,RESTODOM,CODPOSTAL,POBLACION,PROVINCIA,CODPAIS,SERVTASA,TELEFONO,PENDBAJA,NUMFAX,DIRINTERNET,FCHBAJA,MOTBAJA,CODENTSUC,FECHACTUALIZA,FECHAALTA,CODAUT,CODPROV,NOMCOMERCIAL,INDICATIVONC,BIC,NOMENTMATRIZ,DIRENTMATRIZ,LOCENTMATRIZ,CPENTMATRIZ,TELENTMATRIZ,FAXENTMATRIZ,INTERNETENTMATRIZ,COD_AUTONOMIA,NOMBRE105_ENT_SUC,NOMBRE35,ANAGRAMA
OR,1185,121100,SKANDINAVISKA ENSKILDA BANKEN               OR,SKANDINAVISKA ENSKILDA BANKEN          OR,,,,"RICARDO SORIANO, 50",0,,29600,MARBELLA (MALAGA),,ES,,914298052,,0,,04/12/1990,,0000,06/03/2008,07/03/1990,,29,,N,,,,,,,,,1,,SKANDINAVISKA ENSKILDA BANKEN,SKANDINAVISK
OR,1186,121100,FOKUS BANK,FOKUS BANK,,A0281048I,PZ,AFRICA,1,,29600,MARBELLA,MALAGA,ES,,952829623,,0,,01/03/1991,POR CIERRE,0000,06/03/2008,14/06/1988,,29,,N,,,,,,,,,1,,FOKUS BANK,FOKUSBANK
OR,1187,121100,KANSALLIS INTERNATIONAL BANK,KANSALLIS INTERNATIONAL BANK,,,AV,SANTOS REIN,4,,29640,FUENGIROLA,MALAGA,ES,,0,,0,,04/02/1994,ORDEN DEL JEFE DE OFICINA,0000,06/03/2008,28/10/1988,,29,,N,,,,,,,,,1,,KANSALLIS INTERNATIONAL BANK,NKANSALLIS
OR,1193,121100,PKB PRIVATBANK AG.,PKB PRIVATBANK AG.,,N0361124A,CL,ORQUIDEA,43,LA MORALEJA,28100,ALCOBENDAS,MADRID,CH,,915829100,,915829114,,,,0000,01/01/2009,27/08/1990,,28,,N,PKBSES21XXX,PKB PRIVATBANK AG,"12, RUE CHARLES-GALLAND-CASE POSTALE 391",1211 GENEVE 12,,223469155,,,12,,PKB PRIVATBANKAG.,PKB PRIVATBANK
OR,1194,121100,COUNTY NATWEST LIMITED,COUNTY NATWEST LIMITED,,A0061874D,CL,PRINCIPE DE VERGARA,125,,28002,MADRID,,ES,,913217217,,913217291,,11/03/1996,A PETICION PROPIA,0000,06/03/2008,02/10/1990,,28,,N,,,,,,,,,12,,COUNTY NATWEST LIMITED,COUNTY NATWEST
OR,1195,121100,BANQUE FRANCAISE DU COMMERCE EXTERIEUR,BANQUE FRANCAISE DU COMMERCE EXTERIEUR,,A0011533G,CL,GOYA,15,,28001,MADRID,,ES,,0,,0,,06/05/1998,.,0000,06/03/2008,03/01/1991,,28,,N,,,,,,,,,12,,BANQUE FRANCAISE COMMERCE EXTERIEUR,COMMERCE EXTER.
OR,1196,121100,BANCO DE LAS ACTIVIDADES ECONOMICAS EXTERIORES,BANCO DE LAS ACTIV. ECONOMICAS EXTERIORES (VNESHECONOMBANK) URSS,,G0561006H,PS,CASTELLANA,143,PL. 1 - D,28046,MADRID,,RU,,0,,0,,17/06/2004,POR CIERRE,0000,06/03/2008,01/04/1991,,28,,N,AEEVESM1XXX,BANCO DE LAS ACTIV. ECONOMICAS     EXTERIORES (VNESHECONOMBANK) URSS,"NOVOKIROVSKY PROSPEKT, 15/31",MOSCOWW,,2046519,,,12,,B.ACTIVIDADES ECONOMICAS EXTERIORES,ACTIV.ECON.EXT.
OR,1198,121100,CASSE DI RISPARMIO DI FIRENZE E PISTOIA E PESCIA,CASSE DI RISPARMIO DI FIRENZE E PISTOIA E PESCIA,,A0051212I,PS,DE LA CASTELLANA,60,,28046,MADRID,,IT,,915644109,,915644212,,02/01/2004,POR CIERRE,0000,06/03/2008,02/08/1991,,28,,N,,CASSE DI RISPARMIO DI FIRENZE E    PISTOIA E PESCIA,"VIA BUFALINI, 6",50122 FIRENZE,,390552621,,,12,,"C.RISPARMIO, FIRENZE E PISTOIA E P.",CASDIRESDIFIRPI
OR,1199,121100,BANCA CARIGE SPA-CASSA RISPARMIO GENOVA E IMPERIA,BANCA CARIGE SPA-CASSA DI RISPARMIO DI GENOVA E IMPERIA,,A0051218F,CL,NUÑEZ DE BALBOA,114,PL. 3 OF. 10,28006,MADRID,,IT,,915648855,,915646860,BANCACARIGE@WORLDONLINE.ES,04/01/2005,POR CIERRE,0000,06/03/2008,02/08/1991,,28,,N,CRGEESM1XXX,BANCA CARIGE SPA-CASSA DI          RISPARMIO DI GENOVA E IMPERIA,"VIA CASSA DI RISPARMIO, 15",16123 GENOVA,,010/5791,,,12,,BANCA CARIGE SPA-CASSA RISPAR. G.I.,CARIGE SPA
OR,1200,121100,"FORTIS BANK, S.A.","FORTIS BANK, S.A.",,G0021238A,PZ,URQUINAONA,9,ENTRESUELO,8010,BARCELONA,,BE,,934120416,,934120364,,08/07/2005,POR CIERRE,0000,06/03/2008,02/09/1991,,8,,N,,"FORTIS BANK, S.A.","RUE DU FOSSE-AUX-LOUPS, 48",1000 BRUXELLES,,3222136111,,,9,,"FORTIS BANK, S.A.",FORTIS BANK
OR,1201,121100,SYDBANK (SCHWEIZ) A.G.,SYDBANK (SCHWEIZ) A.G.,,A0362013E,CL,DAOIZ Y VELARDE,S/N,EDIFICIO LAS YUCAS,29640,FUENGIROLA,MALAGA,ES,,952463362,,0,,20/09/1993,A PETICION PROPIA,0000,06/03/2008,02/09/1991,,29,,N,,,,,,,,,1,,SYDBANK (SCHWEIZ) A.G.,OFIREPESPSYDSCH
OR,1202,121100,"WELLS FARGO BANK, NA","WELLS FARGO BANK, NA",,N4005536J,PZ,PABLO RUIZ PICASSO,1,TORRE PICASSO,28020,MADRID,,US,,915768376,,915782583,,,,0000,13/04/2010,05/09/1991,,28,,N,,"WELLS FARGO BANK, NA","1445 ROSS AVENUE, SECOND FLOOR",DALLAS 75202 TEXAS,,,,,12,,"WELLS FARGO BANK, NA",WELLS FARGO
OR,1203,121100,CARIVERONA BANCA S.P.A.,CARIVERONA BANCA S.P.A.,,A0051206A,PS,DE LA CASTELLANA,60,,28046,MADRID,,ES,,915644109,,915644212,,11/03/1997,A PETICION PROPIA,0000,06/03/2008,01/10/1991,,28,,N,,,,,,,,,12,,CARIVERONA BANCA S.P.A.,CARBANSPA
OR,1204,121100,BANQUE FEDERATIVE DU CREDIT MUTUEL,BANQUE FEDERATIVE DU CREDIT MUTUEL,,A0011625A,PZ,DE ESPAÑA,18,PL. 12 - 7,28008,MADRID,,ES,,915591345,,915591343,,25/08/1998,A PETICION PROPIA,0000,06/03/2008,23/10/1991,,28,,N,,,,,,,,,12,,B.FEDERATIVE DU CREDIT MUTUEL,CREDIT MUTUEL
OR,1205,121100,RABOBANK NEDERLAND,RABOBANK NEDERLAND,,A0031216E,CL,ALFONSO XII,38,ENTREPLANTA,28014,MADRID,,ES,,914291395,,914200174,,14/01/1997,A PETICION PROPIA.,0000,06/03/2008,02/12/1991,,28,,N,,,,,,,,,12,,RABOBANK NEDERLAND,RABOBANK
OR,1206,121100,DEXIA - BANQUE INTERNATIONALE A LUXEMBOURG,DEXIA - BANQUE INTERNATIONALE A LUXEMBOURG,,N0021224A,AV,ALCALDE CLEMENTE DIAZ RUIZ,18,"PUEBLA LUCIA, LOC. 6",29640,FUENGIROLA,MALAGA,LU,,952580244,,952580687,,18/02/2010,POR CIERRE,0000,18/02/2010,17/02/1992,,29,,N,,DEXIA - BANQUE INTERNATIONALE A    LUXEMBOURG,"18-20, AVENUE MARIE THERESE - P.O. BOX 594",L-2015 LUXEMBOURG,,,,,1,,DEXIA-BANQUE INTERNAT. A LUXEMBOURG,DEXIA-BIL
OR,1208,121100,"THE LONG-TERM CREDIT BANK OF JAPAN, LTD.","THE LONG-TERM CREDIT BANK OF JAPAN, LTD.",,A7321082E,PS,DE LA CASTELLANA,60,,28046,MADRID,,ES,,915645186,,915645305,,14/10/1997,A PETICION PROPIA,0000,06/03/2008,26/02/1992,,28,,N,,,,,,,,,12,,THE LONG-TERM CREDIT BANK OF JAPAN,L.T.C.B.
OR,1209,121100,ALLIED BANKING CORPORATION,ALLIED BANKING CORPORATION,,A7081012B,CL,GRAN VIA,31,6-29,28013,MADRID,,PH,,915210727,,915311044,,14/10/2008,POR CIERRE,0000,14/10/2008,27/02/1992,,28,,N,ABCMESM1XXX,ALLIED BANKING CORPORATION,6754 AYALA AVENUE - MAKATI,METRO MANILA,,8187961,,,12,,ALLIED BANKING CORPORATION,ALLIED BANKING
OR,1210,121100,BANQUE REGIONALE D'ESCOMPTE ET DE DEPOTS,BANQUE REGIONALE D'ESCOMPTE ET DE DEPOTS,,N0011679H,AV,FELIPE II,17,,28009,MADRID,,FR,,915764276,,915780170,,,,0000,01/01/2009,03/03/1992,,28,,N,REDEESM1XXX,BANQUE REGIONALE D'ESCOMPTE ET     DE DEPOTS,"18, QUAI DE LA RAPEE",75012 PARIS,,40047687,,,12,,BANQUE REGIONALE D'ESCOMPTE ET DE D,BANQUEREGIONALE
OR,1211,121100,ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN AG,ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN  A.G.,,A0381016E,PZ,DE COLON,2,PL. 5 - T. COLON I,28046,MADRID,,AT,,913192429,,914106442,,04/01/1999,POR CIERRE,0000,06/03/2008,06/03/1992,,28,,N,,,,,,,,,12,,ERSTE B.OESTERREICHISCHEN SPARKASS.,ERSTE B.OESTERR
OR,1212,121100,VARDE BANK,VARDE BANK,,A0081065E,CL,POSADA,15,PUEBLO LOPEZ,29640,FUENGIROLA,MALAGA,ES,,952581284,,952467399,,20/10/1994,A PETICION PROPIA,0000,06/03/2008,05/03/1992,,29,,N,,,,,,,,,1,,VARDE BANK,VARDEBANK
OR,1213,121100,SWEDBANK (LUXEMBOURG) S.A.,SWEDBANK (LUXEMBOURG) S.A.,,A0021172B,AV,RICARDO SORIANO,65,"PL.4-2, E.RINCON MAR",29600,MARBELLA,MALAGA,ES,,952863831,,0,,13/01/1997,A PETICION PROPIA,0000,06/03/2008,12/03/1992,,29,,N,,,,,,,,,1,,SWEDBANK (LUXEMBOURG) S.A.,SWEDBANK
OR,1214,121100,THE DAIWA BANK LIMITED,THE DAIWA BANK LIMITED,,A7321088B,PZ,PABLO RUIZ PICASSO,S/N,PL. 2 - T. PICASSO,28020,MADRID,,ES,,915565074,,915565078,,25/09/1995,A PETICION PROPIA.,0000,06/03/2008,13/03/1992,,28,,N,,,,,,,,,12,,THE DAIWA BANK LIMITED,THE DAIWA BANK
OR,1215,121100,J.HENRY SCHRODER WAGG & CO. LTD.,J. HENRY SCHRODER WAGG & CO. LTD.,,A0061778G,PS,DE LA CASTELLANA,31,PL. 3 - IZDA.,28046,MADRID,,ES,,913191508,,913194309,,08/11/1994,A PETICION PROPIA,0000,06/03/2008,23/03/1992,,28,,N,,,,,,,,,12,,J.HENRY SCHRODER WAGG &CO.LTD.,J.HENRY SCHRODE
OR,1216,121100,"THE SUMITOMO TRUST & BANKING, CO.LTD","THE SUMITOMO TRUST & BANKING, CO.LTD.",,B7321102A,PZ,DE COLON,2,9B,28046,MADRID,,ES,,914101030,,914101566,,02/07/1993,A PETICION PROPIA,0000,06/03/2008,06/04/1992,,28,,N,,,,,,,,,12,,"THE SUMITOMO TRUST & BANKING,CO",SUMITOMO
OR,1229,121100,SKANDINAVISKA ENSKILDA BANKEN S.A.,SKANDINAVISKA ENSKILDA BANKEN S.A.,,N0901043J,CL,DEPENDIENTE,2,6-D,29670,SAN PEDRO DE ALCANTARA,MALAGA,LU,,952788500,,952788110,,25/06/2009,POR CIERRE,0000,25/06/2009,11/05/1995,,29,,N,,SKANDINAVISKA ENSKILDA BANKEN S.A.,"16, BOULEVARD ROYAL",L-2449 LUXEMBOURG,,,,,1,,SKANDINAVISKA ENSKILDA BANKEN S.A.,SKANDINAVISKA
OR,1230,121100,ERSTE BANK SPARKASSEN (CR) A.S.,ERSTE BANK SPARKASSEN (CR) A.S.,,A0621009J,PZ,DE COLON,2,"TORRE COLON I, PL. 5",28046,MADRID,,CZ,,913192429,,913101561,,11/01/1999,POR CIERRE,0000,06/03/2008,23/05/1995,,28,,N,,,,,,,,,12,,ERSTE BANK SPARKASSEN (CR) A.S.,ERSTEBAN
OR,1231,121100,"BANCO CANARIAS DE VENEZUELA, CA","BANCO CANARIAS DE VENEZUELA, CA",,N4841053D,PZ,ALFEREZ PROVISIONAL,S/N,"EDIF.TARAJAL, LOC.12",38002,STA. CRUZ DE TENERIFE,TENERIFE,VE,,922247711,,922247977,,,,0000,01/01/2009,13/06/1995,,38,,N,BOCAES21XXX,"BANCO CANARIAS DE VENEZUELA, CA","CCT, PRIMERA ETAPA PISO 4, OF. 401",CHUAO CARACAS,,5829590102,,,5,,"BANCO CANARIAS DE VENEZUELA, CA",CANARIAS VENEZ.
OR,1232,121100,ING BANK N.V.,ING BANK N.V.,,A0031556D,PS,DE LA CASTELLANA,95,PL. 14,28046,MADRID,,NL,,915984000,,915984001,,06/10/2003,POR CIERRE,0000,06/03/2008,24/07/1995,,28,,N,,ING BANK N.V.,"STRAWINSKYLAAN, 2631",1077 ZZ AMSTERDAM,,205635153,,,12,,ING BANK NV,ING BANK
OR,1233,121100,ATTIJARIWAFA BANK,ATTIJARIWAFA BANK,,W2041031B,CL,TUSET,8,"PL. 2, PTA. 3",8006,BARCELONA,,MA,,934155899,,934160952,,23/02/2012,POR CIERRE,0000,23/02/2012,13/11/1995,,8,,N,BCMAESM1XXX,"ATTIJARIWAFA BANK, S.A.","2, BD MOULAY YOUSSEF",20000 CASABLANCA,,21222298888,,,9,,ATTIJARIWAFA BANK,ATTIJARIWAFA
OR,1234,121100,BANCO DE LA PROVINCIA DE BUENOS AIRES,BANCO DE LA PROVINCIA DE BUENOS AIRES,,N5281056A,CL,SERRANO,41,PL. 3,28001,MADRID,,AR,,917000776,,913915947,,,,0000,01/01/2009,16/11/1995,,28,,N,PRBAESM1XXX,BANCO DE LA PROVINCIA DE BUENOS    AIRES,"SAN MARTIN, 137",1004 CAPITAL FEDERAL,,541143470000,,,12,,BANCO PROVINCIA DE BUENOS AIRES,BUENOS AIRES
OR,1235,121100,NATEXIS BANQUE,NATEXIS BANQUE,,G0012163B,PS,DE LA CASTELLANA,18,,28046,MADRID,,FR,,915750478,,915750753,,26/07/2000,POR FUSION POR ABSORCION DE LA ENTIDAD MATRIZ POR,1138,06/03/2008,01/12/1995,,28,,N,,,,,,,,,12,NATEXIS BANQUES POPULAIRES,NATEXIS BANQUE,NATEXIS BANQUE
OR,1236,121100,LANDESBANK HESSEN-THUERINGEN GIROZENTRALE,LANDESBANK HESSEN-THUERINGEN GIROZENTRALE,,N0041815B,CL,GENERAL CASTAÑOS,4,BAJO DCHA.,28004,MADRID,,DE,,913911004,,913911132,,,,0000,01/01/2009,01/12/1995,,28,,N,HELAESM1XXX,LANDESBANK HESSEN-THUERINGEN       GIROZENTRALE,JUNGHOFSTRASSE 18-26,60297 FRANKFURT/MAIN,,496913201,,,12,,LANDESBANK HESSEN-THUERINGEN GIROZ.,LANDESBANK
EFC,8831,74704,"AFIANZAMIENTOS DE RIESGO, E.F.C., S.A.","AFIANZAMIENTOS DE RIESGO, E.F.C., S.A.",,A85296895,CL,ALCALA,18,PL. 2,28014,MADRID,,ES,,915962946,,915965543,WWW.AFIANZAMIENTOS.ES,14/11/2011,POR RENUNCIA PARA OPERAR COMO ENTIDAD DE CREDITO,0000,14/11/2011,13/02/2008,,28,,N,,,,,,,,,12,,"AFIANZAMIENTOS DE RIESGO, EFC, S.A.",AFIANZAMIENTOS
EFC,8832,74704,"BANKINTER CONSUMER FINANCE, E.F.C., S.A.","BANKINTER CONSUMER FINANCE, E.F.C., S.A.",,A82650672,AV,DE BRUSELAS,12,ARROYO DE LA VEGA,28108,ALCOBENDAS,MADRID,ES,,914903910,,916234486,WWW.OBSIDIANA.COM,,,0000,23/01/2012,11/04/2008,,28,,N,,,,,,,,,12,,"BANKINTER CONSUMER FINANCE, EFC, SA",BANKINTER C.EFC
EFC,8833,74704,"SG EQUIPMENT FINANCE IBERIA, E.F.C., S.A.","SG EQUIPMENT FINANCE IBERIA, E.F.C., S.A.",,A86106838,CL,CALERUEGA,81,"PL. 6, PTA. A",28033,MADRID,,ES,,913834340,,917670919,,,,0000,19/12/2011,19/12/2011,,28,,N,,,,,,,,,12,,"SG EQUIPMENT FINANCE IBERIA,EFC,SA",SGEFI
EFC,8834,74704,"AVANT TARJETA, E.F.C., S.A.","AVANT TARJETA, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A86373701,CL,JOSE ECHEGARAY,6,,28232,LAS ROZAS,MADRID,ES,,913534703,,913532141,,,,0000,21/02/2012,21/02/2012,,28,,N,,,,,,,,,12,,"AVANT TARJETA, E.F.C., S.A.",AVANT TARJETA
EFC,8835,74704,"SANTANDER BRASIL, E.F.C., S.A.","SANTANDER BRASIL, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A86426335,AV,DE CANTABRIA,S/N,CIUDAD GR. SANTANDER,28660,BOADILLA DEL MONTE,MADRID,ES,,0,,0,,,,0000,28/03/2012,28/03/2012,,28,,N,,,,,,,,,12,,"SANTANDER BRASIL, E.F.C., S.A.",SANTANDERBRASIL
EFC,8901,74704,"ARGENTARIA FACTORING, E.F.C., S.A.","ARGENTARIA FACTORING, E.F.C., S.A.",,A28161503,CL,SAGASTA,11,,28004,MADRID,,ES,,913746406,,913747421,,14/09/2000,POR FUSION POR ABSORCION POR,8908,14/09/2000,20/12/1996,,28,,N,,,,,,,,,12,"BBVA FACTORING, E.F.C., S.A.","ARGENTARIA FACTORING, E.F.C., S.A.",ARGENTARIA FACT
EFC,8902,74704,"CATALANA DE FACTORING, S.A., E.F.C.","CATALANA DE FACTORING, SOCIEDAD ANONIMA, ESTABLECIMIENTO FINANCIERO DE CREDITO",,A08154932,CL,LLULL,102,,8005,BARCELONA,,ES,,913746406,,913747421,,14/09/2000,POR FUSION POR ABSORCION POR,8908,20/10/2000,30/12/1996,,8,,N,,,,,,,,,9,"BBVA FACTORING, E.F.C., S.A.","CATALANA DE FACTORING, S.A., E.F.C.",CATALANA FACT.
EFC,8906,74704,"SANTANDER FACTORING Y CONFIRMING, S.A., E.F.C.","SANTANDER FACTORING Y CONFIRMING, S.A., E.F.C.",,A78287562,AV,DE CANTABRIA,S/N,CIUDAD GRP.SANTANDER,28660,BOADILLA DEL MONTE,MADRID,ES,,913422715,,913422756,WWW.CONFIRMING.ES,,,0000,21/07/2005,03/12/1996,,28,,N,,,,,,,,,12,,SANTANDER FACTORING Y CONFIRMING,SANTANDER FACTO
EFC,8909,74704,"BANSABADELL FACTORING E.F.C., S.A.","BANSABADELL FACTORING E.F.C., S.A.",,A58563966,PZ,DE CATALUNYA,1,PL. 4,8201,SABADELL,BARCELONA,ES,,937289289,,937271376,,01/08/2003,POR FUSION POR ABSORCION POR,0081,01/08/2003,30/12/1996,,8,,N,,,,,,,,,9,"BANCO DE SABADELL, S.A.","BANSABADELL FACTORING EFC, SA",BANSABADELL FAC
EFC,8911,74704,"FINANCIERA VENETA, E.F.C., S.A.","FINANCIERA VENETA, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A79372066,PS,DE LA CASTELLANA,259,TORRE ESPACIO PL.45,28046,MADRID,,ES,,915865500,,915289177,,02/12/2008,POR DISOLUCION Y LIQUIDACION,0000,02/12/2008,13/12/1996,,28,,N,,,,,,,,,12,,FINANCIERA VENETA,FVENETA
EFC,8912,74704,"EUROFACTOR HISPANIA, S.A. E.F.C.","EUROFACTOR HISPANIA, S.A. E.F.C.",,A79430518,CL,GOYA,8,PL. 3-B,28001,MADRID,,ES,,917819080,,915775537,,06/02/2008,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,20/12/1996,,28,,N,,,,,,,,,12,,"EUROFACTOR HISPANIA, S.A. E.F.C.",EUROFACTOR
EFC,8913,74704,"MAPFRE FACTORING, E.F.C., S.A.","MAPFRE FACTORING, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A79448965,CR,POZUELO DE A. A MAJADAHONDA,S/N,EDIF. MAPFRE,28220,MAJADAHONDA,MADRID,ES,,915812577,,915812940,,07/03/2000,POR CAMBIO DE OBJETO SOCIAL,0000,07/03/2000,27/12/1996,,28,,N,,,,,,,,,12,,"MAPFRE FACTORING, E.F.C., S.A.",MAPFRE FACT.
EFC,8914,74704,"BNP PARIBAS LEASE GROUP, S.A., E.F.C.","BNP PARIBAS LEASE GROUP, S.A., E.F.C.",,A18013706,CL,RETAMA,3,"PL. 9 A, EDIF.EJESUR",28045,MADRID,,ES,,914682048,,915301157,,10/09/2004,POR DISOLUCION CON CESION GLOBAL DE ACTIVOS Y PASIVOS A,1492,10/09/2004,17/12/1996,,28,,N,,,,,,,,,12,BNP PARIBAS LEASE GROUP S.A. SUCURSAL EN ESPAÑA,"BNP PARIBAS LEASE GROUP, S.A., EFC",BNP PARIBAS EFC
EFC,8915,74704,"FACTORCAT, E.F.C., S.A.","FACTORCAT, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A59196733,CL,FONTANELLA,7,,8010,BARCELONA,,ES,,934845288,,934845290,,10/09/2007,POR DISOLUCION CON CESION GLOBAL DE ACTIVOS Y PASIVOS A,2013,06/03/2008,21/10/1996,,8,,N,,,,,,,,,9,CAIXA D'ESTALVIS DE CATALUNYA,"FACTORCAT, E.F.C., S.A.",FACTORCAT
EFC,8916,74704,"ATLANTICO SERVICIOS FINANCIEROS, E.F.C., S.A.","ATLANTICO SERVICIOS FINANCIEROS, ESTABLECIMIENTO FINANCIERO DE CREDITO, SOCIEDAD ANONIMA",,A28468742,CL,NUÑEZ DE BALBOA,71,,28001,MADRID,,ES,,915860100,,915777509,WWW.BATLANTICO.ES,05/01/2005,POR FUSION POR ABSORCION CON DISOLUCION SIN LIQUIDACION POR,0081,06/03/2008,27/12/1996,,28,,N,,,,,,,,,12,"BANCO DE SABADELL, S.A.",ATLANTICO SERVICIOS FINANCIEROS,ATLANTICO EFC
SECC,0105,90105,"CREDIT LYONNAIS, S.A. S.E.","CREDIT LYONNAIS, S.A. SUCURSAL EN ESPAÑA",,A0011044E,CL,JUAN BRAVO,3B,PL. 1,28006,MADRID,,FR,,913491999,,913102750,,01/07/2004,POR CIERRE CON APORTACION DE SUS ACTIVOS Y PASIVOS A,0154,06/03/2008,01/01/1875,,28,,N,,"CREDIT LYONNAIS, S.A.","18, RUE DE LA REPUBLIQUE",69002 LYON,,,,,12,"CREDIT AGRICOLE INDOSUEZ, SUCURSAL EN ESPAÑA","CREDIT LYONNAIS, S.A. S.E.",CREDIT LYONNAIS
SECC,0108,90105,"SOCIETE GENERALE, S.E.","SOCIETE GENERALE, SUCURSAL EN ESPAÑA",,W0011682B,PZ,PABLO RUIZ PICASSO,1,TORRE PICASSO,28020,MADRID,,FR,,915898060,,915893805,,,,0000,05/01/2012,14/09/1920,,28,,N,SOGEESMMAGM,SOCIETE GENERALE,"29, BOULEVARD HAUSSMANN",75009 PARIS,,,,,12,,"SOCIETE GENERALE, S.E.",SOCIETE GENERAL
SECC,0144,90105,"BNP PARIBAS SECURITIES SERVICES, S.E.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA",,W0012958E,CL,RIBERA DEL LOIRA,28,PL. 3,28042,MADRID,,FR,,913888747,,913888788,,,,0000,28/09/2011,29/12/2000,,28,,N,PARBESMXXXX,BNP PARIBAS SECURITIES SERVICES,3 RUE D'ANTIN,75002 PARIS,,,,,12,,"BNP PARIBAS SECURITIES SERVICES, SE",BNP PARIB.SEC
SECC,0145,90105,"DEUTSCHE BANK A.G., S.E.","DEUTSCHE BANK, A.G., SUCURSAL EN ESPAÑA",,W0041027D,PS,DE LA CASTELLANA,18,,28046,MADRID,,DE,,915773577,,915753921,,,,0000,25/03/2009,27/03/1979,,28,,N,DEUTESM1XXX,"DEUTSCHE BANK, A.G.",,60325 FRANKFURT AM MAIN,,,,,12,,"DEUTSCHE BANK A.G., S.E.","DB-A.G., S.E."
SECC,0149,90105,"BNP PARIBAS, S.E.","BNP PARIBAS, SUCURSAL EN ESPAÑA",,W0011117I,CL,RIBERA DEL LOIRA,28,,28042,MADRID,,FR,,913491100,,913491282,WWW.BNPPARIBAS.ES,,,0000,01/01/2009,06/03/1979,,28,,N,BNPAESMSXXX,BNP PARIBAS,"BOULEVARD DES ITALIENS, 16",75009 PARIS,,,,,12,,"BNP PARIBAS, S.E.","BNP PARIBAS, SE"
SECC,0150,90105,"NATIONAL WESTMINSTER BANK PLC, S.E.","NATIONAL WESTMINSTER BANK PLC, SUCURSAL EN ESPAÑA",,A0061326E,PS,CASTELLANA,216,PL. 14,28046,MADRID,,GB,,913875600,,913875610,,04/08/2000,POR CIERRE CON LIQUIDACION,0000,22/09/2000,04/05/1979,,28,,N,NWBKESMXXXX,,,,,,,,12,,"NATIONAL WESTMINSTER BANK PLC, S.E.",NATWEST S.E.
SECC,0154,90105,"CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,S.E.","CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK, SUCURSAL EN ESPAÑA",,N0011043G,PS,DE LA CASTELLANA,1,,28046,MADRID,,FR,,914327200,,914327500,,,,0000,09/08/2011,14/09/1979,,28,,N,BSUIESMMXXX,CREDIT AGRICOLE CORPORATE AND      INVESTMENT BANK,"9, QUAI DU PRESIDENT PAUL DOUMER",92920 PARIS LA DEFENSE CEDEX,,,,,12,,"CREDIT AGRIC.CORP.INVEST. BANK, S.E",CREDIT AGRICOLE
BP,0056,30001,"BANCA JOVER, S.A.","BANCA JOVER, S.A.",,A08094476,ZZ,VIA LAYETANA,64,,8003,BARCELONA,,ES,,934036600,,933183077,,11/05/2000,POR CESION GLOBAL DEL ACTIVO Y PASIVO A,2038,26/10/2001,17/06/1911,,8,,N,JOVEESBBXXX,,,,,,,,9,CAJA DE AHORROS Y MONTE DE PIEDAD DE MADRID,"BANCA JOVER, S.A.",BANCO JOVER
BP,0057,30001,"BANCO DEPOSITARIO BBVA, S.A.","BANCO DEPOSITARIO BBVA, S.A.",,A08109670,CL,CLARA DEL REY,26,,28002,MADRID,,ES,,913743000,,913747197,,,,0000,06/03/2008,25/08/1907,,28,,N,BVADESMMXXX,,,,,,,,12,,"BANCO DEPOSITARIO BBVA, S.A.",DEPOSITARIOBBVA
BP,0058,30001,"BNP PARIBAS ESPAÑA, S.A.","BNP PARIBAS ESPAÑA, S.A.",,A28000370,CL,RIBERA DEL LOIRA,28,PL.4,28042,MADRID,,ES,,913888070,,913888543,WWW.BANCAPRIVADA.BNPPARIBAS.ES,,,0000,13/06/2008,30/08/1918,,28,,N,BNPAESMMXXX,,,,,,,,12,,"BNP PARIBAS ESPAÑA, S.A.","BNP PARIBAS, SA"
BP,0059,30001,"BANCO DE MADRID, S.A.","BANCO DE MADRID, S.A.",,A28014207,PS,DE LA CASTELLANA,2 A,,28046,MADRID,,ES,,917815360,,917815364,,,,0000,02/01/2012,01/01/1900,,28,,N,MADRESMMXXX,,,,,,,,12,,"BANCO DE MADRID, S.A.",BANCO DE MADRID
BP,0061,30001,"BANCA MARCH, S.A.","BANCA MARCH, S.A.",,A07004021,AV,ALEJANDRO ROSELLO,8,,7002,PALMA,ILLES BALEARS,ES,,971779100,,971469929,WWW.BANCAMARCH.ES,,,0000,26/01/2011,24/06/1946,,7,,N,BMARES2MXXX,,,,,,,,4,,"BANCA MARCH, S.A.",BANCA MARCH
